Date,Symbol,Trader,Channel,isOpen,Asset,Type,Price,Qty,Price-actual,Prices,Prices-actual,Avged,STC-Qty,STC-Price,STC-Price-actual,STC-Prices,STC-Prices-actual,PnL,PnL-actual,PnL$,PnL$-actual,STC-Date,SL,TrailStats,STC-xQty,PnL.1,STC-PnL-actual,PnL$.1,STC-PnL$-actual
2023-05-18 09:31:32.717000,WLGS,oogwayta,analyst-alerts,0,stock,BTO,2.25,200,2.32,,,,200.0,2.3775,2.2575,2.37/2.4,2.26/2.25,5.66666666666666,-2.69396551724138,25.5,-12.5,2023-05-18 09:36:34.366000,,"min,-9.05%,$2.11,in 00:00:32| max,3.88%,$2.41,in 00:03:42| | ",,,,,
2023-05-18 09:35:27.874000,SBUX_051923C106,avi9896,analyst-alerts,0,option,BTO,0.38,3,0.46,,,,3.0,0.576666666666667,,0.6/0.53,,51.7543859649123,,59.0,,2023-05-19 15:54:10.315548,,"min,-100.0%,$0.0,in 1 days 06:09:55| max,160.87%,$1.2,in 06:24:17| | TS:0.2,0.0%,$0.46,in 00:07:12| TS:0.3,-13.04%,$0.4,in 00:07:42| TS:0.4,32.61%,$0.61,in 02:39:08| TS:0.5,8.7%,$0.5,in 03:02:14",,,,,
2023-05-18 09:37:15.750000,QQQ_051823C333,dcruz,analyst-alerts,0,option,BTO,0.63,15,0.67,,,,15.0,0.87,0.85,0.87,0.85,38.0952380952381,26.865671641791,360.0,270.0,2023-05-18 09:39:49.563000,,"min,-1.49%,$0.66,in 00:00:49| max,29.85%,$0.87,in 00:02:09| | ",,,,,
2023-05-18 09:37:42.708000,BA_051923C210,husky_trades(Cblast),analyst-alerts,0,option,BTO,0.59,20,0.72,,,,20.0,0.0,0.0,0,0,-100.0,-100.0,-1180.0,-1440.0,2023-05-21T00:00:00+0000,,,1.0,,,,
2023-05-18 09:38:41.126000,BIDU_051923C130,ghost878.,analyst-alerts,0,option,BTO,0.5,4,0.75,,,,4.0,0.7275,0.605,0.83/0.75/0.58,0.67/0.66/0.43,45.5,-19.3333333333333,91.0,-58.0,2023-05-18 10:03:52.808000,,"min,-49.33%,$0.38,in 00:16:29| max,8.0%,$0.81,in 00:02:49| | TS:0.2,-20.0%,$0.6,in 00:00:14| TS:0.3,-33.33%,$0.5,in 00:01:29| TS:0.4,-36.0%,$0.48,in 00:14:04| TS:0.5,-49.33%,$0.38,in 00:16:29",,,,,
2023-05-18 09:48:46.917000,SPY_051823C416,cedar_options,analyst-alerts,0,option,BTO,0.62,16,0.6,0.62/0.62,0.63/0.56,1.0,16.0,0.7,0.66,0.62/0.78,0.5/0.82,12.9032258064516,9.99999999999999,128.0,95.9999999999999,2023-05-18 10:11:58.417000,,"min,-18.33%,$0.49,in 00:06:39| max,45.0%,$0.87,in 00:22:24| | TS:0.2,-15.0%,$0.51,in 00:06:24",,,,,
2023-05-18 09:54:54.655000,SQ_052623C63,husky_trades(Cblast),cb_challenge,0,option,BTO,0.32,100,0.32,,,,100.0,0.45,0.45,0.5/0,0.5/0,40.625,40.625,1300.0,1300.0,2023-05-29T00:00:00+0000,,"min,0.0%,$0.32,in 00:00:00| max,56.25%,$0.5,in 00:29:26| | ",1.0,,,,
2023-05-18 09:55:30.685000,QQQ_051823C333,cedar_options,analyst-alerts,0,option,BTO,0.82,6,0.83,,,,6.0,1.17,1.23,1.17,1.23,42.6829268292683,48.1927710843374,210.0,240.0,2023-05-18 10:11:02.005000,,"min,-7.23%,$0.77,in 00:00:15| max,48.19%,$1.23,in 00:15:30| | TS:0.2,-4.82%,$0.79,in 00:05:55",,,,,
2023-05-18 10:06:33.977000,QQQ_051823C334,dcruz,analyst-alerts,0,option,BTO,0.5,16,0.54,,,,16.0,0.65,0.57,0.65,0.57,30.0,5.55555555555554,240.0,47.9999999999999,2023-05-18 10:07:32.880000,,"min,-1.85%,$0.53,in 00:00:07| max,18.52%,$0.64,in 00:00:37| | ",,,,,
2023-05-18 10:06:53.755000,SPXW_051823C4180,ghost878.,analyst-alerts,0,option,BTO,1.75,3,2.35,,,,3.0,3.61666666666667,3.81666666666667,2.35/2.5/6.0,2.5/2.95/6.0,106.666666666667,62.4113475177305,560.0,440.0,2023-05-18 10:24:10.711000,,"min,-8.51%,$2.15,in 00:00:47| max,163.83%,$6.2,in 00:16:02| | TS:0.2,2.13%,$2.4,in 00:05:36",,,,,
2023-05-18 10:14:52.003000,EXPE_061623C100,avi9896,analyst-alerts,0,option,BTO,1.99,1,2.0,,,,1.0,2.3,2.27,2.3,2.27,15.5778894472362,13.5,31.0,27.0,2023-05-18 10:27:22.906000,,"min,-6.5%,$1.87,in 00:00:29| max,14.5%,$2.29,in 00:09:59| | ",,,,,
2023-05-18 10:17:16.200000,QQQ_051823C334,dcruz,analyst-alerts,0,option,BTO,0.58,12,0.62,,,,12.0,0.9,0.915,0.8/1.0,0.86/0.97,55.1724137931035,47.5806451612903,384.0,354.0,2023-05-18 10:23:45.796000,,"min,-3.23%,$0.6,in 00:00:15| max,66.13%,$1.03,in 00:05:10| | ",,,,,
2023-05-18 10:17:53.958000,MSFT_051923C317.5,ghost878.,analyst-alerts,0,option,BTO,0.56,3,0.61,,,,3.0,0.823333333333333,0.763333333333333,0.77/0.85/0.85,0.7/0.79/0.8,47.0238095238095,25.1366120218579,79.0,46.0,2023-05-18 10:27:24.307000,,"min,0.0%,$0.61,in 00:00:02| max,47.54%,$0.9,in 00:05:42| | ",,,,,
2023-05-18 11:04:56.655000,AMD_051923C108,ghost878.,analyst-alerts,0,option,BTO,0.7,3,0.78,,,,3.0,0.943333333333333,0.936666666666667,0.95/0.93,0.96/0.89,34.7619047619048,20.0854700854701,73.0,47.0,2023-05-18 11:16:04.391000,,"min,-11.54%,$0.69,in 00:02:50| max,23.08%,$0.96,in 00:08:23| | ",,,,,
2023-05-18 11:12:48.939000,SPXW_051823P4170,avi9896,analyst-alerts,0,option,BTO,3.1,2,3.6,,,,2.0,5.1,4.3,5.1,4.3,64.5161290322581,19.4444444444444,400.0,140.0,2023-05-18 11:23:05.799000,,"min,-11.11%,$3.2,in 00:03:06| max,41.67%,$5.1,in 00:09:51| | ",,,,,
2023-05-18 12:02:20.169000,NFLX_051923C380,dcruz,analyst-alerts,0,option,BTO,2.9,5,3.0,,,,5.0,3.65,3.6,3.65,3.6,25.8620689655172,20.0,375.0,300.0,2023-05-18 12:04:27.823000,,"min,-5.0%,$2.85,in 00:00:06| max,20.0%,$3.6,in 00:01:51| | ",,,,,
2023-05-18 12:22:06.048000,SPXW_051823P4150,avi9896,analyst-alerts,0,option,BTO,2.1,3,2.4,,,,3.0,2.15,1.85,2.15,1.85,2.38095238095237,-22.9166666666667,14.9999999999999,-165.0,2023-05-18 12:30:17.632000,,"min,-39.58%,$1.45,in 00:03:00| max,0.0%,$2.4,in 00:00:05| | TS:0.2,-20.83%,$1.9,in 00:00:45| TS:0.3,-31.25%,$1.65,in 00:01:06",,,,,
2023-05-18 13:06:47.350000,SPXW_051823C4190,avi9896,analyst-alerts,0,option,BTO,0.75,6,0.75,0.75/0.75,0.75/0.75,1.0,6.0,0.466666666666667,0.416666666666667,1.1/0.6/0,1.05/0.4/0,-37.7777777777778,-44.4444444444444,-170.0,-200.0,2023-05-19T00:00:00+0000,,"min,-40.0%,$0.45,in 00:23:20| max,80.0%,$1.35,in 00:20:16| | TS:0.2,-20.0%,$0.6,in 00:06:45| TS:0.3,-26.67%,$0.55,in 00:06:55| TS:0.4,-6.67%,$0.7,in 00:21:24| TS:0.5,-13.33%,$0.65,in 00:21:54",1.0,,,,
2023-05-18 13:26:27.884000,SPXW_051823C4180,ghost878.,analyst-alerts,0,option,BTO,3.3,1,4.1,,,,1.0,4.2,2.5,4.2,2.5,27.2727272727273,-39.0243902439024,90.0,-160.0,2023-05-18 13:28:42.578000,,"min,-34.15%,$2.7,in 00:02:08| max,7.32%,$4.4,in 00:00:35| | TS:0.2,-30.49%,$2.85,in 00:01:43| TS:0.3,-30.49%,$2.85,in 00:01:43",,,,,
2023-05-18 13:54:49.762000,SPXW_051923P4100,avi9896,analyst-alerts,0,option,BTO,1.55,2,1.62,1.55/1.55,1.6/1.65,1.0,2.0,0.475,0.475,0.95/0,0.95/0,-69.3548387096774,-70.679012345679,-215.0,-229.0,2023-05-21T00:00:00+0000,,"min,-41.36%,$0.95,in 00:32:13| max,8.02%,$1.75,in 00:03:23| | TS:0.2,-13.58%,$1.4,in 00:19:58| TS:0.3,-25.93%,$1.2,in 00:23:13| TS:0.4,-35.19%,$1.05,in 00:26:37",1.0,,,,
2023-05-18 14:15:33.927000,SPXW_051823C4180,cedar_options,analyst-alerts,0,option,BTO,0.5,10,0.7,0.5/0.5,0.7/0.7,1.0,10.0,0.8,0.75,0.8,0.75,60.0,7.14285714285715,300.0,50.0,2023-05-18 14:18:37.197000,,"min,-21.43%,$0.55,in 00:00:50| max,14.29%,$0.8,in 00:02:30| | TS:0.2,-21.43%,$0.55,in 00:00:50",,,,,
2023-05-18 14:16:51.764000,SPXW_051823C4170,husky_trades(Cblast),cb_challenge,0,option,BTO,2.8,10,2.95,,,,10.0,4.5,4.3,4.5,4.3,60.7142857142857,45.7627118644068,1700.0,1350.0,2023-05-18 14:20:56.777000,,"min,-8.47%,$2.7,in 00:00:22| max,52.54%,$4.5,in 00:03:52| | ",,,,,
2023-05-18 15:08:20.425000,QQQ_051923C337,dcruz,analyst-alerts,0,option,BTO,0.65,10,0.65,,,,10.0,0.75,0.72,0.75,0.72,15.3846153846154,10.7692307692308,100.0,69.9999999999999,2023-05-18 15:12:35.457000,,"min,-1.54%,$0.64,in 00:00:10| max,15.38%,$0.75,in 00:02:05| | ",,,,,
2023-05-18 15:12:33.819000,UNH_061623C500,avi9896,analyst-alerts,0,option,BTO,2.99,1,3.2,,,,1.0,4.5,4.35,4.5,4.35,50.5016722408027,35.9375,151.0,115.0,2023-05-19 09:47:55.688000,,"min,-9.38%,$2.9,in 18:17:29| max,35.94%,$4.35,in 18:34:18| | ",,,,,
2023-05-19 09:31:40.063000,TSLA_051923C180,enhancedmarket,analyst-alerts,0,option,BTO,0.55,20,0.6,,,,20.0,1.1985,1.136,1.04/1.34/1.8/2.55,0.99/1.3/1.77/2.2,117.909090909091,89.3333333333334,1297.0,1072.0,2023-05-19 10:32:05.864000,,"min,-8.33%,$0.55,in 00:00:15| max,325.0%,$2.55,in 01:00:01| | TS:0.2,-3.33%,$0.58,in 00:01:45| TS:0.3,53.33%,$0.92,in 00:11:30| TS:0.4,30.0%,$0.78,in 00:18:11",,,,,
2023-05-19 09:31:59.736000,DE_051923C400,avi9896,analyst-alerts,0,option,BTO,1.55,1,1.5,,,,1.0,0.4,0.4,0.4,0.4,-74.1935483870968,-73.3333333333333,-115.0,-110.0,2023-05-19 09:43:31.115000,,"min,-80.0%,$0.3,in 00:10:20| max,0.0%,$1.5,in 00:00:05| | TS:0.2,-20.0%,$1.2,in 00:00:30| TS:0.3,-33.33%,$1.0,in 00:00:35| TS:0.4,-52.67%,$0.71,in 00:03:34| TS:0.5,-52.67%,$0.71,in 00:03:34",,,,,
2023-05-19 09:35:25.639000,META_051923C250,evapanda,analyst-alerts,0,option,BTO,0.93,1,1.04,,,,1.0,1.11,0.85,1.11,0.85,19.3548387096774,-18.2692307692308,18.0,-19.0,2023-05-19 09:39:28.786000,,"min,-21.15%,$0.82,in 00:02:09| max,7.69%,$1.12,in 00:03:34| | TS:0.2,-21.15%,$0.82,in 00:02:09",,,,,
2023-05-19 09:35:36.940000,TSLA_051923C180,husky_trades(Cblast),cb_challenge,0,option,BTO,0.85,50,0.95,,,,50.0,1.2,1.15,1.2,1.15,41.1764705882353,21.0526315789474,1750.0,1000.0,2023-05-19 09:42:29.618000,,"min,-2.11%,$0.93,in 00:01:33| max,40.0%,$1.33,in 00:04:03| | TS:0.2,10.53%,$1.05,in 00:06:38",,,,,
2023-05-19 09:38:32.520000,SPY_051923C421,cedar_options,analyst-alerts,0,option,BTO,0.72,7,0.79,,,,7.0,0.85,0.67,0.85,0.67,18.0555555555556,-15.1898734177215,91.0,-84.0,2023-05-19 10:37:20.550000,,"min,-21.52%,$0.62,in 00:24:53| max,22.78%,$0.97,in 00:04:22| | TS:0.2,-2.53%,$0.77,in 00:08:02| TS:0.3,-15.19%,$0.67,in 00:24:33",,,,,
2023-05-19 09:41:17.358000,QQQ_051923C339,dcruz,analyst-alerts,0,option,BTO,0.64,20,0.68,,,,20.0,0.8,0.73,0.8,0.73,25.0,7.35294117647058,320.0,99.9999999999999,2023-05-19 09:43:02.399000,,"min,-2.94%,$0.66,in 00:00:08| max,16.18%,$0.79,in 00:01:23| | ",,,,,
2023-05-19 09:45:02.735000,BHG,oogwayta,analyst-alerts,0,stock,BTO,0.28,2000,0.286,,,,2000.0,0.26,0.2533,0.26,0.2533,-7.14285714285715,-11.4335664335664,-40.0,-65.3999999999999,2023-05-19 09:57:09.926000,,"min,-10.45%,$0.2561,in 00:12:03| max,2.45%,$0.293,in 00:00:42| | ",,,,,
2023-05-19 10:20:45.376000,QQQ_051923C338,cedar_options,analyst-alerts,0,option,BTO,0.79,6,0.89,,,,6.0,0.85,0.59,0.85,0.59,7.59493670886075,-33.7078651685393,36.0,-180.0,2023-05-19 10:37:32.849000,,"min,-33.71%,$0.59,in 00:16:46| max,4.49%,$0.93,in 00:04:46| | TS:0.2,-16.85%,$0.74,in 00:11:26| TS:0.3,-26.97%,$0.65,in 00:15:46",,,,,
2023-05-19 10:34:36.414000,QQQ_051923C339,dcruz,analyst-alerts,0,option,BTO,0.45,20,0.48,,,,20.0,0.2,0.15,0.2,0.15,-55.5555555555556,-68.75,-500.0,-660.0,2023-05-19 11:33:04.967000,,"min,-68.75%,$0.15,in 00:58:22| max,0.0%,$0.48,in 00:00:05| | TS:0.2,-22.92%,$0.37,in 00:01:45| TS:0.3,-31.25%,$0.33,in 00:02:30| TS:0.4,-41.67%,$0.28,in 00:13:26| TS:0.5,-50.0%,$0.24,in 00:23:37",,,,,
2023-05-19 10:41:31.446000,SPXW_052323P4150,avi9896,analyst-alerts,0,option,BTO,5.3,1,5.4,,,,1.0,6.8,6.1,6.8,6.1,28.3018867924528,12.9629629629629,150.0,69.9999999999999,2023-05-19 11:13:22.887000,,"min,-25.93%,$4.0,in 00:08:30| max,25.93%,$6.8,in 00:31:05| | TS:0.2,-25.93%,$4.0,in 00:08:30",,,,,
2023-05-19 10:49:30.256000,MNK,oogwayta,analyst-alerts,0,stock,BTO,2.24,200,2.42,,,,200.0,2.585,2.565,2.47/2.7,2.45/2.68,15.4017857142857,5.99173553719008,68.9999999999999,29.0,2023-05-19 10:52:45.779000,,"min,-7.02%,$2.25,in 00:00:32| max,13.22%,$2.74,in 00:03:07| | ",,,,,
2023-05-19 10:51:58.861000,SPY_052223P418,tradewithnando,analyst-alerts,0,option,BTO,0.92,5,0.96,,,,5.0,1.09,1.016,1.05/1.25,0.95/1.28,18.4782608695652,5.83333333333334,85.0,28.0,2023-05-19 11:15:39.741000,,"min,-11.46%,$0.85,in 00:10:44| max,33.33%,$1.28,in 00:20:49| | ",,,,,
2023-05-19 10:55:34.987000,SPY_051923C422,cedar_options,analyst-alerts,0,option,BTO,0.36,7,0.36,,,,7.0,0.4,0.37,0.4,0.37,11.1111111111111,2.77777777777778,28.0,7.00000000000001,2023-05-19 11:05:24.414000,,"min,-13.89%,$0.31,in 00:02:38| max,13.89%,$0.41,in 00:07:23| | ",,,,,
2023-05-19 11:17:27.100000,V_072123C240,skowih,analyst-alerts,0,option,BTO,4.35,2,4.45,,,,2.0,1.6,1.52,1.6,1.52,-63.2183908045977,-65.8426966292135,-550.0,-586.0,2023-05-24 09:35:23.196000,,"min,-67.87%,$1.43,in 4 days 22:13:07| max,5.62%,$4.7,in 01:36:28| | TS:0.2,-15.73%,$3.75,in 3 days 02:32:47| TS:0.3,-40.45%,$2.65,in 3 days 22:12:37| TS:0.4,-40.45%,$2.65,in 3 days 22:12:37| TS:0.5,-49.44%,$2.25,in 3 days 22:18:20",,,,,
2023-05-19 11:18:06.542000,V,skowih,analyst-alerts,1,stock,BTO,232.8,25,232.94,,,,,,,,,,,,,,,,,,,,
2023-05-19 11:20:40.647000,XOM_052623P105,tradewithnando,analyst-alerts,0,option,BTO,0.9,3,0.9,,,,3.0,1.07,1.04,1.07,1.04,18.8888888888889,15.5555555555556,51.0,42.0,2023-05-19 11:33:28.084000,,"min,-6.67%,$0.84,in 00:05:42| max,18.89%,$1.07,in 00:12:17| | ",,,,,
2023-05-19 11:40:50.737000,TJX_060223P76,tradewithnando,analyst-alerts,0,option,BTO,0.33,15,0.39,0.38/0.27,0.46/0.3,1.0,15.0,0.45,0.4,0.45,0.4,36.3636363636364,2.56410256410257,180.0,15.0,2023-05-23 09:34:34.808000,,"min,-87.18%,$0.05,in 2 days 21:49:12| max,20.51%,$0.47,in 3 days 21:51:45| | TS:0.2,-20.51%,$0.31,in 00:00:07| TS:0.3,-35.9%,$0.25,in 00:41:43| TS:0.4,-74.36%,$0.1,in 03:32:52| TS:0.5,-74.36%,$0.1,in 03:32:52",,,,,
2023-05-19 11:45:39.817000,NVDA_051923C315,evapanda,analyst-alerts,0,option,BTO,0.65,1,0.7,,,,1.0,0.84,0.84,0.84,0.84,29.2307692307692,20.0,19.0,14.0,2023-05-19 11:48:52.607000,,"min,-7.14%,$0.65,in 00:00:09| max,20.0%,$0.84,in 00:02:54| | ",,,,,
2023-05-19 12:02:00.526000,SPXW_051923P4180,ghost878.,analyst-alerts,0,option,BTO,4.8,1,5.8,,,,1.0,5.4,5.4,5.4,5.4,12.5,-6.89655172413792,60.0000000000001,-40.0,2023-05-19 12:10:50.018000,,"min,-20.69%,$4.6,in 00:03:13| max,6.9%,$6.2,in 00:00:13| | TS:0.2,-17.24%,$4.8,in 00:02:33",,,,,
2023-05-19 12:25:34.711000,AMD_051923C107,avi9896,analyst-alerts,0,option,BTO,0.22,1,0.25,,,,1.0,0.0,0.0,0,0,-100.0,-100.0,-22.0,-25.0,2023-05-21T00:00:00+0000,,,1.0,,,,
2023-05-19 14:49:21.657000,QQQ_051923C336,cedar_options,analyst-alerts,0,option,BTO,0.37,13,0.41,,,,13.0,0.55,0.5,0.55,0.5,48.6486486486487,21.9512195121951,234.0,117.0,2023-05-19 15:05:53.917000,,"min,-14.63%,$0.35,in 00:00:25| max,68.29%,$0.69,in 00:12:31| | TS:0.2,34.15%,$0.55,in 00:14:46",,,,,
2023-05-19 15:37:03.622000,SPXW_051923C4195,avi9896,analyst-alerts,0,option,BTO,1.1,1,1.1,,,,1.0,1.3,1.2,1.3,1.2,18.1818181818182,9.09090909090908,20.0,9.99999999999999,2023-05-19 15:39:18.503000,,"min,-4.55%,$1.05,in 00:00:14| max,40.91%,$1.55,in 00:01:09| | TS:0.2,9.09%,$1.2,in 00:02:09",,,,,
2023-05-19 15:59:44.482000,BA_060223C220,cedar_options,analyst-alerts,0,option,BTO,0.49,11,0.44,,,,11.0,0.24,0.18,0.24,0.18,-51.0204081632653,-59.0909090909091,-275.0,-286.0,2023-05-23 13:14:45.516566,,"min,-97.73%,$0.01,in 3 days 17:30:17| max,0.0%,$0.44,in 00:00:05| | TS:0.2,-63.64%,$0.16,in 2 days 17:30:19| TS:0.3,-63.64%,$0.16,in 2 days 17:30:19| TS:0.4,-63.64%,$0.16,in 2 days 17:30:19| TS:0.5,-63.64%,$0.16,in 2 days 17:30:19",,,,,
2023-05-22 09:31:27.078000,NFLX_052623C370,enhancedmarket,analyst-alerts,0,option,BTO,4.3,4,4.6,,,,4.0,6.025,5.875,5.6/6.25/6.65,5.6/5.85/6.45,40.1162790697675,27.7173913043478,690.0,510.0,2023-05-22 09:52:38.771000,,"min,-3.26%,$4.45,in 00:00:17| max,44.57%,$6.65,in 00:20:04| | TS:0.2,13.04%,$5.2,in 00:14:43",,,,,
2023-05-22 09:32:16.955000,TSLA_052623C185,enhancedmarket,analyst-alerts,0,option,BTO,2.6,8,2.93,,,,8.0,3.4,3.2,3.3/3.7,3.1/3.5,30.7692307692307,9.21501706484642,639.999999999999,216.0,2023-05-22 09:46:00.167000,,"min,-0.68%,$2.91,in 00:00:13| max,22.87%,$3.6,in 00:13:08| | ",,,,,
2023-05-22 09:34:53.088000,AVRO,oogwayta,analyst-alerts,0,stock,BTO,1.44,300,1.48,,,,300.0,1.55333333333333,1.54,1.57/1.52,1.56/1.5,7.87037037037037,4.05405405405406,34.0,18.0,2023-05-22 09:40:23.869000,,"min,0.0%,$1.48,in 00:00:02| max,6.76%,$1.58,in 00:01:47| | ",,,,,
2023-05-22 09:38:03.832000,QQQ_052223C338,dcruz,analyst-alerts,0,option,BTO,0.64,15,0.68,,,,15.0,0.79,0.76,0.79,0.76,23.4375,11.7647058823529,225.0,120.0,2023-05-22 09:39:06.838000,,"min,-1.47%,$0.67,in 00:00:06| max,19.12%,$0.81,in 00:00:41| | ",,,,,
2023-05-22 09:40:35.297000,RIVN_052623C14,husky_trades(Cblast),cb_challenge,0,option,BTO,0.35,10,0.35,,,,10.0,0.54,0.52,0.54,0.52,54.2857142857143,48.5714285714286,190.0,170.0,2023-05-22 11:25:11.325000,,"min,-2.86%,$0.34,in 00:00:10| max,54.29%,$0.54,in 01:43:01| | TS:0.2,8.57%,$0.38,in 00:13:32",,,,,
2023-05-22 09:46:32.909000,TSLA_052623C190,enhancedmarket,analyst-alerts,0,option,BTO,1.8,3,1.87,,,,3.0,2.06666666666667,2.01333333333333,2.3/1.6,2.24/1.56,14.8148148148148,7.66488413547238,79.9999999999999,43.0000000000001,2023-05-22 10:12:32.971000,,"min,0.0%,$1.87,in 00:00:02| max,22.46%,$2.29,in 00:03:52| | ",,,,,
2023-05-22 09:48:09.358000,UNH_061623C500,avi9896,analyst-alerts,0,option,BTO,2.8,1,3.1,,,,1.0,4.0,3.9,4,3.9,42.8571428571429,25.8064516129032,120.0,80.0,2023-05-24 15:41:15.764000,,"min,-49.68%,$1.56,in 23:42:12| max,35.48%,$4.2,in 2 days 05:44:16| | TS:0.2,-19.35%,$2.5,in 04:13:00| TS:0.3,-27.42%,$2.25,in 23:41:54| TS:0.4,-40.0%,$1.86,in 23:42:07| TS:0.5,-49.68%,$1.56,in 23:42:12",,,,,
2023-05-22 09:48:49.925000,NFLX_052623C380,dcruz,analyst-alerts,0,option,BTO,2.75,8,2.83,,,,8.0,3.225,3.12125,3.1/3.3,2.99/3.2,17.2727272727273,10.291519434629,380.0,233.0,2023-05-22 10:00:31.629000,,"min,-4.59%,$2.7,in 00:00:55| max,7.77%,$3.05,in 00:04:22| | ",,,,,
2023-05-22 09:50:48.491000,SPY_052223C420,cedar_options,analyst-alerts,0,option,BTO,0.82,6,0.88,,,,6.0,0.6,0.61,0.6,0.61,-26.8292682926829,-30.6818181818182,-132.0,-162.0,2023-05-22 09:58:40.700000,,"min,-15.91%,$0.74,in 00:04:24| max,3.41%,$0.91,in 00:00:14| | ",,,,,
2023-05-22 09:53:35.693000,COIN_052623C60,husky_trades(Cblast),cb_challenge,0,option,BTO,1.5,1,1.54,,,,1.0,1.88,1.85,1.88,1.85,25.3333333333333,20.1298701298701,38.0,31.0,2023-05-22 11:27:50.673000,,"min,-3.9%,$1.48,in 00:00:26| max,29.22%,$1.99,in 01:31:39| | ",,,,,
2023-05-22 10:06:53.738000,SPY_052223C420,cedar_options,analyst-alerts,0,option,BTO,0.81,12,0.45,0.86/0.76,0.46/0.44,1.0,18.0,0.806666666666667,0.366666666666667,0.69/1.04/0.69,0.28/0.53/0.29,-0.411522633744866,-18.5185185185185,-6.00000000000014,-150.0,2023-05-22 10:51:04.131357,,"min,-44.44%,$0.25,in 00:43:06| max,0.0%,$0.45,in 00:41:56| | TS:0.2,-37.78%,$0.28,in 00:42:01| TS:0.3,-37.78%,$0.28,in 00:42:01| TS:0.4,-40.0%,$0.27,in 00:42:16",,,,,
2023-05-22 10:13:50.195000,MSFT_052623C325,evapanda,analyst-alerts,0,option,BTO,1.44,1,1.47,,,,1.0,1.67,1.66,1.67,1.66,15.9722222222222,12.9251700680272,23.0,19.0,2023-05-22 10:48:52.472000,,"min,0.0%,$1.47,in 00:35:00| max,0.0%,$1.47,in 00:35:00| | ",,,,,
2023-05-22 10:22:49.893000,SPXW_052223P4160,ghost878.,analyst-alerts,0,option,BTO,1.3,2,1.5,,,,2.0,1.1,1.1,1.1,1.1,-15.3846153846154,-26.6666666666667,-40.0,-80.0,2023-05-22 10:25:40.550000,,,,,,,
2023-05-22 10:40:58.036000,U_060223C32,avi9896,analyst-alerts,0,option,BTO,0.54,2,0.54,,,,2.0,0.14,0.13,0.14,0.13,-74.0740740740741,-75.9259259259259,-80.0,-82.0,2023-05-25 09:50:41.589000,,"min,-100.0%,$0.0,in 2 days 22:44:06| max,5.56%,$0.57,in 04:31:25| | TS:0.2,-42.59%,$0.31,in 22:49:07| TS:0.3,-42.59%,$0.31,in 22:49:07| TS:0.4,-42.59%,$0.31,in 22:49:07| TS:0.5,-48.15%,$0.28,in 22:55:39",,,,,
2023-05-22 11:05:14.368000,XMTR_072123C22.5,avi9896,analyst-alerts,0,option,BTO,0.5,1,0.8,,,,1.0,0.5,0.5,0.5,0.5,0.0,-37.5,0.0,-30.0,2023-05-22 14:15:51.818000,,"min,-68.75%,$0.25,in 00:00:30| max,0.0%,$0.8,in 00:00:27| | TS:0.2,-68.75%,$0.25,in 00:00:30| TS:0.3,-68.75%,$0.25,in 00:00:30| TS:0.4,-68.75%,$0.25,in 00:00:30| TS:0.5,-68.75%,$0.25,in 00:00:30",,,,,
2023-05-22 11:05:58.366000,SPXW_052223C4215,husky_trades(Cblast),analyst-alerts,0,option,BTO,1.27,30,1.35,1.8/1.0,1.75/1.15,1.0,30.0,0.4,0.3,0.4,0.3,-68.503937007874,-77.7777777777778,-2610.0,-3150.0,2023-05-22 14:15:11.945000,,"min,-77.78%,$0.3,in 03:07:41| max,59.26%,$2.15,in 00:01:43| | TS:0.2,25.93%,$1.7,in 00:05:13| TS:0.3,7.41%,$1.45,in 00:16:13| TS:0.4,-7.41%,$1.25,in 00:33:08| TS:0.5,-22.22%,$1.05,in 00:33:33",,,,,
2023-05-22 11:07:14.090000,SPY_052223C420,dcruz,analyst-alerts,0,option,BTO,0.45,20,0.48,,,,20.0,0.36,0.31,0.36,0.31,-20.0,-35.4166666666667,-180.0,-340.0,2023-05-22 11:39:32.301000,,"min,-35.42%,$0.31,in 00:32:17| max,8.33%,$0.52,in 00:00:27| | TS:0.2,-14.58%,$0.41,in 00:04:07| TS:0.3,-27.08%,$0.35,in 00:32:02| TS:0.4,-35.42%,$0.31,in 00:32:17",,,,,
2023-05-22 11:42:44.216000,SPY_052223C420,cedar_options,analyst-alerts,0,option,BTO,0.32,15,0.35,,,,15.0,0.36,0.22,0.36,0.22,12.5,-37.1428571428571,60.0,-195.0,2023-05-22 12:24:21.876000,,"min,-34.29%,$0.23,in 00:03:58| max,22.86%,$0.43,in 00:21:08| | TS:0.2,-22.86%,$0.27,in 00:02:23| TS:0.3,-31.43%,$0.24,in 00:03:48| TS:0.4,-31.43%,$0.24,in 00:41:23",,,,,
2023-05-22 11:50:17.690000,QQQ_052223C338,cedar_options,analyst-alerts,0,option,BTO,0.22,15,0.36,,,,15.0,0.33,0.38,0.33,0.38,50.0,5.55555555555556,165.0,30.0,2023-05-22 11:58:10.819000,,"min,-11.11%,$0.32,in 00:04:19| max,13.89%,$0.41,in 00:06:14| | ",,,,,
