Date,Symbol,Trader,Channel,isOpen,Asset,Type,Price,Amount,Price-current,Prices,Prices-current,Avged,STC-Amount,STC-Price,STC-Price-current,STC-Prices,STC-Prices-current,STC-PnL,STC-PnL-current,STC-PnL$,STC-PnL$-current,STC-Date,SL,TrailStats
2023-05-15 09:34:38.523000,TSLA_051923C170,Cblast#2108,cb_challenge,0,option,BTO,3.45,1,3.5,,,,1.0,2.08,2.12,2.08,2.12,-39.7101449275362,-39.4285714285714,-137.0,-138.0,2023-05-15 15:37:17.704000,,"min,-46.29%,$1.88,in 01:24:41| max,5.71%,$3.7,in 00:13:37| | TS:0.2,-16.57%,$2.92,in 00:19:00| TS:0.3,-27.71%,$2.53,in 00:21:35| TS:0.4,-37.43%,$2.19,in 00:25:20"
2023-05-15 09:38:30.163000,PYPL_051923C63,Cblast#2108,cb_challenge,0,option,BTO,0.62,2,0.55,,,,2.0,0.53,0.51,0.53,0.51,-14.5161290322581,-7.27272727272728,-18.0,-8.00000000000001,2023-05-15 15:38:31.347000,,"min,-20.0%,$0.44,in 01:55:12| max,52.73%,$0.84,in 00:16:54| | TS:0.2,21.82%,$0.67,in 00:22:09| TS:0.3,5.45%,$0.58,in 00:30:15| TS:0.4,-9.09%,$0.5,in 01:03:35"
2023-05-15 10:02:47.409000,NFLX_051923C345,DCruz#3069,analyst-alerts,1,option,BTO,2.43,5,2.45,,,,,,,,,,,,,,,
2023-05-15 10:03:45.241000,SPXW_051523P4100,GHO$T#8972,analyst-alerts,0,option,BTO,3.3,3,3.8,,,,3.0,4.23333333333333,4.7,3.6/4.0/5.1,3.8/5.3/5.0,28.2828282828283,23.6842105263158,280.0,270.0,2023-05-15 10:10:04.747000,,"min,-13.16%,$3.3,in 00:01:24| max,39.47%,$5.3,in 00:05:40| | "
2023-05-15 10:19:58.429000,DIS_051923C92,tradewithnando#7294,analyst-alerts,0,option,BTO,0.76,5,0.76,,,,5.0,1.008,0.96,0.98/1.05,0.94/0.99,32.6315789473684,26.3157894736842,124.0,100.0,2023-05-15 11:04:07.780000,,"min,-1.32%,$0.75,in 00:00:07| max,36.84%,$1.04,in 00:43:32| | "
2023-05-15 10:29:50.744000,SPXW_051523P4100,GHO$T#8972,analyst-alerts,0,option,BTO,2.7,3,2.95,,,,3.0,2.73333333333333,2.71666666666667,2.9/2.65,2.85/2.65,1.23456790123455,-7.90960451977401,9.99999999999983,-70.0,2023-05-15 10:34:29.478000,,"min,-15.25%,$2.5,in 00:03:49| max,1.69%,$3.0,in 00:00:14| | "
2023-05-15 10:42:48.183000,PNC_052623C120,AVI#9896,analyst-alerts,1,option,BTO,0.45,2,0.45,,,,,,,,,,,,,,,
2023-05-15 10:58:42.348000,PDD_061623C75,tradewithnando#7294,analyst-alerts,0,option,BTO,1.9,3,1.92,,,,3.0,2.2,2.18,2.2,2.18,15.7894736842105,13.5416666666667,90.0000000000001,78.0000000000001,2023-05-15 11:32:41.752000,,"min,-3.12%,$1.86,in 00:07:04| max,13.54%,$2.18,in 00:32:59| | "
2023-05-15 11:27:44.178000,SPXW_051523C4140,AVI#9896,analyst-alerts,0,option,BTO,2.05,2,2.1,,,,2.0,1.95,1.8,1.95,1.8,-4.8780487804878,-14.2857142857143,-20.0,-60.0,2023-05-15 11:53:14.935000,,"min,-47.62%,$1.1,in 00:17:58| max,0.0%,$2.1,in 00:00:03| | TS:0.2,-21.43%,$1.65,in 00:02:38| TS:0.3,-33.33%,$1.4,in 00:13:58| TS:0.4,-42.86%,$1.2,in 00:14:43"
2023-05-15 11:34:36.468000,AMD_052623C100,tradewithnando#7294,analyst-alerts,0,option,BTO,0.95,3,0.97,,,,3.0,1.24,1.24,1.24,1.24,30.5263157894737,27.8350515463918,87.0,81.0,2023-05-15 11:52:13.621000,,"min,-4.12%,$0.93,in 00:02:51| max,26.8%,$1.23,in 00:17:26| | "
2023-05-15 11:38:23.340000,META_051923C242.5,EvaPanda#7872,analyst-alerts,0,option,BTO,1.4,1,1.44,,,,1.0,1.7,1.7,1.7,1.7,21.4285714285714,18.0555555555556,30.0,26.0,2023-05-15 11:51:23.760000,,"min,-1.39%,$1.42,in 00:00:19| max,18.06%,$1.7,in 00:12:34| | "
2023-05-15 12:25:56.491000,SPXW_051523P4120,GHO$T#8972,analyst-alerts,0,option,BTO,3.3,2,3.8,,,,2.0,3.2,2.95,3.2,2.95,-3.03030303030302,-22.3684210526316,-19.9999999999999,-170.0,2023-05-15 12:27:50.447000,,"min,-21.05%,$3.0,in 00:01:37| max,0.0%,$3.8,in 00:00:01| | TS:0.2,-21.05%,$3.0,in 00:01:37"
2023-05-15 13:41:45.175000,SPXW_051523P4120,AVI#9896,analyst-alerts,0,option,BTO,1.95,2,2.1,,,,2.0,3.4,2.85,3.4,2.85,74.3589743589744,35.7142857142857,290.0,150.0,2023-05-15 13:44:00.264000,,"min,0.0%,$2.1,in 00:00:05| max,61.9%,$3.4,in 00:01:44| | "
2023-05-15 13:47:51.895000,SPXW_051523P4110,AVI#9896,analyst-alerts,0,option,BTO,1.05,4,1.2,,,,4.0,0.725,0.6,0.8/0.5,0.65/0.45,-30.952380952381,-50.0,-130.0,-240.0,2023-05-15 13:57:55.148000,,"min,-62.5%,$0.45,in 00:09:33| max,0.0%,$1.2,in 00:00:03| | TS:0.2,-20.83%,$0.95,in 00:01:08| TS:0.3,-33.33%,$0.8,in 00:03:23| TS:0.4,-41.67%,$0.7,in 00:03:58| TS:0.5,-50.0%,$0.6,in 00:06:18"
2023-05-15 13:54:08.388000,SPXW_051523C4135,Cblast#2108,cb_challenge,0,option,BTO,1.8,5,2.1,,,,5.0,2.75,2.75,2.75,2.75,52.7777777777778,30.952380952381,475.0,325.0,2023-05-15 13:59:11.966000,,"min,-7.14%,$1.95,in 00:01:11| max,30.95%,$2.75,in 00:04:52| | "
2023-05-15 14:22:46.010000,NFLX_051923C342.5,tradewithnando#7294,analyst-alerts,1,option,BTO,2.23,3,2.25,2.32/2.18,2.34/2.2,1.0,,,,,,,,,,,,
2023-05-15 14:27:45.073000,AMD_051923C100,EvaPanda#7872,analyst-alerts,0,option,BTO,0.97,1,0.41,,,,1.0,0.97,0.4,0.97,0.4,0.0,-2.43902439024389,0.0,-0.999999999999995,2023-05-15 14:30:15.207000,,"min,-4.88%,$0.39,in 00:00:55| max,0.0%,$0.41,in 00:00:01| | "
2023-05-15 14:30:20.238000,AMD_051923C98,EvaPanda#7872,analyst-alerts,0,option,BTO,0.97,1,0.97,,,,1.0,1.12,1.12,1.12,1.12,15.4639175257732,15.4639175257732,15.0,15.0,2023-05-15 15:22:55.708000,,"min,-5.15%,$0.92,in 00:24:11| max,15.46%,$1.12,in 00:52:01| | "
2023-05-15 15:25:46.273000,SPXW_051323C4160,AVI#9896,analyst-alerts,1,option,BTO,2.35,1,,,,,,,,,,,,,,,,
2023-05-15 15:45:15.003000,META_051923C245,EnhancedMarket™#6078,1k-group,1,option,BTO,0.96,1,0.97,,,,,,,,,,,,,,,
2023-05-15 15:54:15.477000,SPXW_051523C4135,Cblast#2108,cb_challenge,1,option,BTO,0.8,1,0.95,,,,,,,,,,,,,,,
2023-05-15 20:38:50.274000,SPXW_051623C4160,AVI#9896,analyst-alerts,1,option,BTO,2.35,1,2.35,,,,,,,,,,,,,,,
